LAMMPS data file via write_data, version 09 Jan 2020, timestep = 3300000

800 atoms
1 atom types

-5.7400000000000002e+00 5.7400000000000002e+00 xlo xhi
-5.7400000000000002e+00 5.7400000000000002e+00 ylo yhi
-5.7400000000000002e+00 5.1000000000000000e+01 zlo zhi

Atoms # sphere

46 1 1.0000000000000000e+00 1.0000000000000000e+00 -4.2401037128152232e+00 -4.2399492514126260e+00 -4.2399898678027998e+00 0 0 0
33 1 1.0000000000000000e+00 1.0000000000000000e+00 -3.2401659801853193e+00 -4.2400033785003757e+00 -4.2400767636474308e+00 0 0 0
106 1 1.0000000000000000e+00 1.0000000000000000e+00 -2.2402483992565685e+00 -4.2400387161609592e+00 -4.2400058698109984e+00 0 0 0
65 1 1.0000000000000000e+00 1.0000000000000000e+00 -1.2403665680216636e+00 -4.2400640020802705e+00 -4.2400454661480156e+00 0 0 0
60 1 1.0000000000000000e+00 1.0000000000000000e+00 -2.4039922580586071e-01 -4.2400823490586621e+00 -4.2400311935393553e+00 0 0 0
10 1 1.0000000000000000e+00 1.0000000000000000e+00 7.5956894168615929e-01 -4.2400530354099342e+00 -4.2401061092439161e+00 0 0 0
68 1 1.0000000000000000e+00 1.0000000000000000e+00 1.7594798407491692e+00 -4.2400729565715931e+00 -4.2400032365079730e+00 0 0 0
42 1 1.0000000000000000e+00 1.0000000000000000e+00 3.1738950017510152e+00 -4.2399577035214113e+00 -4.2400726850245496e+00 0 0 0
96 1 1.0000000000000000e+00 1.0000000000000000e+00 4.2364380331108888e+00 -4.2400276838803883e+00 -4.2400495657078023e+00 0 0 0
183 1 1.0000000000000000e+00 1.0000000000000000e+00 -4.2400520703189590e+00 -3.2384432561405463e+00 -4.2400428159213517e+00 0 0 0
224 1 1.0000000000000000e+00 1.0000000000000000e+00 -2.6797831695077536e+00 -3.3804200471179029e+00 -3.9795433155695448e+00 0 0 0
167 1 1.0000000000000000e+00 1.0000000000000000e+00 -1.7281088388966945e+00 -3.2179790824931875e+00 -4.2400233149876394e+00 0 0 0
221 1 1.0000000000000000e+00 1.0000000000000000e+00 -7.4038319545096087e-01 -3.3741142503960724e+00 -4.2400116493133746e+00 0 0 0
82 1 1.0000000000000000e+00 1.0000000000000000e+00 2.5956537243439148e-01 -3.3740781123603103e+00 -4.2400124410458444e+00 0 0 0
1 1 1.0000000000000000e+00 1.0000000000000000e+00 1.2595338190505601e+00 -3.3740208769274918e+00 -4.2400073601698924e+00 0 0 0
87 1 1.0000000000000000e+00 1.0000000000000000e+00 2.4664108361950432e+00 -3.5329139770030955e+00 -4.2400540541880982e+00 0 0 0
