LAMMPS data file via write_data, version 09 Jan 2020, timestep = 1700000

400 atoms
1 atom types

-4.7800000000000002e+00 4.7800000000000002e+00 xlo xhi
-4.7800000000000002e+00 4.7800000000000002e+00 ylo yhi
-4.7800000000000002e+00 5.1000000000000000e+01 zlo zhi

Atoms # sphere

46 1 1.0000000000000000e+00 1.0000000000000000e+00 -3.2590995522178741e+00 -3.2789875742632577e+00 -3.2747316373967084e+00 0 0 0
75 1 1.0000000000000000e+00 1.0000000000000000e+00 -1.8090924512633044e+00 -3.2796161858153301e+00 -3.2791685739011065e+00 0 0 0
43 1 1.0000000000000000e+00 1.0000000000000000e+00 -3.7947970412660875e-01 -3.2790722648101860e+00 -3.2781670744663085e+00 0 0 0
55 1 1.0000000000000000e+00 1.0000000000000000e+00 1.1406035721891457e+00 -3.2777393792906637e+00 -3.2796853363569936e+00 0 0 0
37 1 1.0000000000000000e+00 1.0000000000000000e+00 2.2793932661099583e+00 -3.2798072774377380e+00 -3.2794634603637016e+00 0 0 0
86 1 1.0000000000000000e+00 1.0000000000000000e+00 3.2798702498004033e+00 -3.2798692688284934e+00 -3.2800826606365274e+00 0 0 0
90 1 1.0000000000000000e+00 1.0000000000000000e+00 -2.5433682477422712e+00 -2.5589243667365378e+00 -3.2775703862603076e+00 0 0 0
92 1 1.0000000000000000e+00 1.0000000000000000e+00 -1.0948771568134892e+00 -2.5723048542997637e+00 -3.2774539847972326e+00 0 0 0
60 1 1.0000000000000000e+00 1.0000000000000000e+00 3.5451426437138844e-01 -2.5531147740812394e+00 -3.2790760854716079e+00 0 0 0
93 1 1.0000000000000000e+00 1.0000000000000000e+00 1.7237652276252822e+00 -2.4483622607081266e+00 -3.2790041067168083e+00 0 0 0
52 1 1.0000000000000000e+00 1.0000000000000000e+00 3.2744862407862989e+00 -2.2792660907006801e+00 -3.2799125676536796e+00 0 0 0
67 1 1.0000000000000000e+00 1.0000000000000000e+00 -3.2778744143410239e+00 -1.8399482761211474e+00 -3.2756827971712368e+00 0 0 0
70 1 1.0000000000000000e+00 1.0000000000000000e+00 -1.8202684784455974e+00 -1.8428129172199759e+00 -3.2758878924640671e+00 0 0 0
