LAMMPS data file via write_data, version 27 Oct 2021, timestep = 500000

100 atoms
1 atom types

-3.38 3.38 xlo xhi
-3.38 3.38 ylo yhi
-3.38 51 zlo zhi

Atoms # sphere

51 1 1 1 -1.0023182710434884 -1.877900686139536 -1.5295473784966447 0 0 0
5 1 1 1 -0.00016274323521442896 -1.7816023882183962 -1.877654472718616 0 0 0
10 1 1 1 1.0986424928990055 -1.8576625382396712 -1.8001026507943068 0 0 0
19 1 1 1 -1.8345935441242223 -1.2370115703549855 -1.8633992239703814 0 0 0
26 1 1 1 -0.8751659263789601 -0.8998615873209184 -1.8615537636256483 0 0 0
15 1 1 1 0.259144623250442 -0.8065187535082188 -1.7984995480091532 0 0 0
47 1 1 1 1.8349829233054458 -1.1577438238327429 -1.8738950021533598 0 0 0
11 1 1 1 -1.8509820727107145 -0.19889424462045693 -1.8727060207528203 0 0 0
4 1 1 1 1.3560513373155303 -0.22254641340076287 -1.8714021601500153 0 0 0
29 1 1 1 -0.8230135438434368 0.12831858424317943 -1.7759811025998193 0 0 0
39 1 1 1 0.25758287494374404 0.2017212028280105 -1.876536881167938 0 0 0
9 1 1 1 -1.7490116856264208 0.8389484819654073 -1.6721067607713451 0 0 0
20 1 1 1 -0.7790433681136324 1.3198201833708627 -1.722688669350768 0 0 0
1 1 1 1 1.669185298028781 0.9944776259628624 -1.828236001425534 0 0 0
2 1 1 1 -1.7847788144301733 1.8448242191741153 -1.865362544629169 0 0 0
8 1 1 1 0.2145876540714501 1.7581072650904408 -1.8141699042328154 0 0 0
7 1 1 1 1.1988786782315164 1.8789079538389768 -1.5797463814373762 0 0 0
17 1 1 1 -1.8622660962486672 -1.857415548805865 -0.952809420683395 0 0 0
37 1 1 1 0.5613248021634584 -1.8719160538891095 -0.9380651561974465 0 0 0
21 1 1 1 -1.4652072896194537 -0.6698803114560765 -0.8808232244990503 0 0 0
50 1 1 1 -0.21249514533379127 -1.2240540727419003 -0.9839558906974516 0 0 0
30 1 1 1 1.3004173340128413 -0.9483598130778741 -0.8114184770485084 0 0 0
18 1 1 1 0.7272266381052155 -0.0932156248458527 -0.9438200399376374 0 0 0
42 1 1 1 1.7136403665553412 0.3110231684733305 -0.963263961548494 0 0 0
49 1 1 1 -0.7244325327978948 0.8788004866313921 -0.7743903294963499 0 0 0
6 1 1 1 0.6270280585184893 0.9436056308308313 -1.278094237626628 0 0 0
16 1 1 1 -1.477366242849308 1.6197450682359031 -0.9310759227737117 0 0 0
3 1 1 1 -0.19117070238493544 1.805527805425577 -0.8851459646134449 0 0 0
36 1 1 1 -0.9962036517627917 -1.5771025306455297 -0.4627808488803394 0 0 0
43 1 1 1 1.6947413341019664 -1.7634933085298685 -0.3197017567831696 0 0 0
